"","name","label","data_type","n_missing","complete_rate","n_unique"
"233","Sourcesused_17","Which channels do you use to find information about handling personal data?Please select all that ap - Selected Choice - Cannot find information","character",191,0.0205128205128206,1
"234","Sourcesused_18","Which channels do you use to find information about handling personal data?Please select all that ap - Selected Choice - Never search information","character",185,0.0512820512820513,1
"235","Sourcesused_19","Which channels do you use to find information about handling personal data?Please select all that ap - Selected Choice - Other","character",184,0.0564102564102564,1
"236","Sourcesused_99","Which channels do you use to find information about handling personal data?Please select all that ap - Selected Choice - Not applicable","character",195,0,0
"237","Sourcesused_19_TEXT","Which channels do you use to find information about handling personal data?Please select all that ap - Other: - Text","character",184,0.0564102564102564,11
"238","Obstacle","Do you see dealing with personal data as an obstacle in open science and research data management?","character",56,0.712820512820513,4
"239","Challenges","Which challenges concerning the handling of personal data do you run into most often?For example: ho","character",103,0.471794871794872,92
"240","Infotools_missing","What specific information or tools about handling personal data are you missing from exist","character",134,0.312820512820513,60
"241","Better_support_1","What can we do better to support you in handling personal data in research?Please select all that ap - Selected Choice - Workshops","character",163,0.164102564102564,1
"242","Better_support_2","What can we do better to support you in handling personal data in research?Please select all that ap - Selected Choice - Tooling","character",167,0.143589743589744,1
"243","Better_support_3","What can we do better to support you in handling personal data in research?Please select all that ap - Selected Choice - Information","character",114,0.415384615384615,1
"244","Better_support_4","What can we do better to support you in handling personal data in research?Please select all that ap - Selected Choice - Walk-ins","character",160,0.17948717948718,1
"245","Better_support_5","What can we do better to support you in handling personal data in research?Please select all that ap - Selected Choice - Trainings","character",171,0.123076923076923,1
"246","Better_support_6","What can we do better to support you in handling personal data in research?Please select all that ap - Selected Choice - Support visibility","character",128,0.343589743589744,1
"247","Better_support_7","What can we do better to support you in handling personal data in research?Please select all that ap - Selected Choice - Support availability","character",168,0.138461538461538,1
"248","Better_support_8","What can we do better to support you in handling personal data in research?Please select all that ap - Selected Choice - UU-wide policy","character",147,0.246153846153846,1
"249","Better_support_9","What can we do better to support you in handling personal data in research?Please select all that ap - Selected Choice - Other","character",166,0.148717948717949,1
"250","Better_support_9_TEXT","What can we do better to support you in handling personal data in research?Please select all that ap - Other (we welcome all suggestions!): - Text","character",166,0.148717948717949,29
"251","Email","If you have any questions about this survey or the Data Privacy Project, feel free to contact: Do - Selected Choice","character",65,0.666666666666667,2
"252","Email_1_TEXT","If you have any questions about this survey or the Data Privacy Project, feel free to contact: Do - Yes, email me via: - Text","character",155,0.205128205128205,40
